name,desc
Taiglin,Name in Ilkorin/Doriathrin: "Deep-pool" ⇐ taig + line
Thalos,Name in Ilkorin/Doriathrin: "Torrent" ⇐ thalos
Thind,Name in Ilkorin/Doriathrin: ⇐ thind
Thingol,Name in Ilkorin/Doriathrin: "*Grey-wise" ⇐ thind + (n)gôl
Thorntor,Name in Ilkorin/Doriathrin: "King of Eagles" ⇐ thorn + tôr
Thuringwethil,Name in Ilkorin/Doriathrin: "(Woman of) Secret Shadow" ⇐ thúren + gwath + *-il
Tor Thingol,Name in Ilkorin/Doriathrin: pn. "King Thingol" ⇐ tôr + Thingol
Torthurnion,Name in Ilkorin/Doriathrin: "King of Eagles" ⇐ tôr + thorn (genitive plural)
Tor Tinduma,Name in Ilkorin/Doriathrin: pn. "King of Twilight" ⇐ tôr + tindum (genitive)
Uduvon,Name in Ilkorin/Doriathrin: loc.
Umboth Muilin,"Name in Ilkorin/Doriathrin: loc. "Twilight Meres, Veiled Pool" ⇐ umboth + muilin"
Urthin Gwethion,Name in Ilkorin/Doriathrin: loc. "*Mountains of Shadow" ⇐ orth (plural) + gwath (genitive plural)
Dan,Name in Danian/Ossiriandic: m.
Danas,Name in Danian/Ossiriandic: "Green-elves" ⇐ Dan + *-as
Denethor,Name in Danian/Ossiriandic: "*Saviour of the Dani"
Dior,Name in Danian/Ossiriandic: m.
Eord,Name in Danian/Ossiriandic: "rest"
Gochressiel,Name in Danian/Ossiriandic: loc.
Legolas,Name in Danian/Ossiriandic: "Greenleaf"
Leikvir,Name in Danian/Ossiriandic: coll.
Utum,Name in Danian/Ossiriandic: loc.
Ālasso,Name in Early Primitive Elvish: m.
Bhau̯kil-,Name in Early Primitive Elvish: m.
Eðusmānī,Name in Early Primitive Elvish: "beyond the abode of the Mánir" ⇐ #eðus + #mānī
Eka-ʒalda-mbod-t,Name in Early Primitive Elvish: "he of the broad shoulders"
Goþ(o)moko,Name in Early Primitive Elvish: "angry-hate"
Gu̯oră·,Name in Early Primitive Elvish: loc.
Iðrilðē,Name in Early Primitive Elvish: f.
I̯ǝƀánna,Name in Early Primitive Elvish: f.
In-ʒil,Name in Early Primitive Elvish: m.
Isifinde-,Name in Early Primitive Elvish: f.
Leiqualasse,Name in Early Primitive Elvish: m.
Mabhuin,Name in Early Primitive Elvish: f.
Mailiko,Name in Early Primitive Elvish: m.
mbal(ka)ʒǝrouke,Name in Early Primitive Elvish: pn.
Niain(i)or,Name in Early Primitive Elvish: f.
Noronōr-,Name in Early Primitive Elvish: m.
Ŏrŏmǣ,Name in Early Primitive Elvish: m.
Ou̯lē,Name in Early Primitive Elvish: m.
Rāmanařūs-,Name in Early Primitive Elvish: m.
stor'onturá,Name in Early Primitive Elvish: m.
Tefíldŭ,Name in Early Primitive Elvish: m.
Tur(u)konda,Name in Early Primitive Elvish: m.
Aikaldamor,"Name in Early Quenya: "Broadshoulder, Broad Back" ⇐ †aika + almo"
Ailinóne,Name in Early Quenya: f.
Aïlior,Name in Early Quenya: "Water [Fay]"
Ailuvin,Name in Early Quenya: "Lake Foam" ⇐ ailo + winge
Ainatar,"Name in Early Quenya: "God, (lit.) Holy Father" ⇐ aina + atar"
Ainurarda,Name in Early Quenya: "Place of the Gods" ⇐ Ainu + arda
Aiwala,Name in Early Quenya: m.
Akairis,Name in Early Quenya: "Bride" ⇐ akairis
Aksan(da),Name in Early Quenya: loc.
Alalminóre,Name in Early Quenya: "Land of (Many) Elms"
Alandri,Name in Early Quenya: "Earth [Fay]"
Aldar,Name in Early Quenya: ⇐ alda (plural)
Aldaron,Name in Early Quenya: "King of Forests"
Alfando,Name in Early Quenya: m.
Alqalunte,Name in Early Quenya: "Swanship"
Alqaráme,Name in Early Quenya: "Swanwing" ⇐ alqa + ráma
Amillo,"Name in Early Quenya: "One of the Happy Folk, Hilary""
Amnon,Name in Early Quenya: m.
Amnor,Name in Early Quenya: loc.
Andesalke,"Name in Early Quenya: "Africa, (lit.) Long-grass""
Andonavestan,Name in Early Quenya: "Gates of Summer" ⇐ andon + avesta² (genitive)
Angaino,"Name in Early Quenya: "Oppressor, Tormentor""
Angali,Name in Early Quenya: "Angles"
Angamandi,Name in Early Quenya: "Hells of Iron" ⇐ anga + mandu (plural)
Angasan,Name in Early Quenya: "Halls of Iron" ⇐ anga + san²
Angien,Name in Early Quenya: "Iron-god" ⇐ anga
Angoronti,Name in Early Quenya: "Mountains of Iron" ⇐ anga + oro (plural)
Ardaliskea,Name in Early Quenya: "Place of Reeds" ⇐ arda + liske
†Ardalomba,Name in Early Quenya: "Secret Place" ⇐ arda + lomba
Arda,Name in Early Quenya: loc. ⇐ arda + Vala (plural adjectival)
Areandor,Name in Early Quenya: "(Land of) Desert" ⇐ arean + nóre
Artanor,Name in Early Quenya: "Land Beyond" ⇐ arta + nóre
Arvalin,Name in Early Quenya: "Nigh Valinor"
Aryan,Name in Early Quenya: "Shadow Place" ⇐ ᴱ√ƷARA + ᴱ√YAÐA
Aule,Name in Early Quenya: "Smith"
Aulenosse,Name in Early Quenya: "Kindred of Aulë"
Aulisan,Name in Early Quenya: "Tuesday" ⇐ Aule + sana
Auvar,Name in Early Quenya: "Wealth"
Capalini,Name in Early Quenya: "Water [Fay]"
Cuiviénen,Name in Early Quenya: "Water of Awakening"
Dani,Name in Early Quenya: "Danes"
Eanosse,Name in Early Quenya: "People of the Eagles" ⇐ ea(r) + nosse
Earáme,Name in Early Quenya: "Eagle's Pinion"
Earendel,Name in Early Quenya: m.
Earendilyon,Name in Early Quenya: "Son of Eärendel"
Earisse,Name in Early Quenya: "Edith" see ᴱQ. Naimi
Easindi,Name in Early Quenya: "Eagle-stream" ⇐ ea(r) + sindi
Ektelarni,Name in Early Quenya: "Water [Fay]"
Ektelion,Name in Early Quenya: "Lord of the Fountain" ⇐ ektele
Eldairon,Name in Early Quenya: "Ælfwine" ⇐ Elda + ?
Eldamar,"Name in Early Quenya: "Elfhome, Elfland""
Eldarien,Name in Early Quenya: "Elfinesse"
Eldarinan,Name in Early Quenya: "Elfinesse" see ᴱQ. Eldarien
Eldaros,Name in Early Quenya: "Elfhome" ⇐ Elda + os
Elmavoite,Name in Early Quenya: "One-handed" ⇐ er¹ + mavoite
Elwe,Name in Early Quenya: ⇐ -we²
Elwenil(do),Name in Early Quenya: "Littleheart"
†Endillos,Name in Early Quenya: "Flower of the Plain" ⇐ endl + losse
Eremandu,Name in Early Quenya: "Hells of Iron" ⇐ ere(n) + mandu
Erinti,Name in Early Quenya: f.
Erintion,Name in Early Quenya: "second half of January"
Eriol,Name in Early Quenya: "One Who Dreams Alone" ⇐ ᴱ√ERE + ᴱ√OLO³
Eriollo,Name in Early Quenya: "Ironcliffs"
Eruman,Name in Early Quenya: "beyond the abode of the Mánir"
Estirin,Name in Early Quenya: "?Outer Tower" ⇐ es- + tirin
Euti,Name in Early Quenya: "Jutes"
Evadrien,Name in Early Quenya: "Coast of Iron"
Fâ,Name in Early Quenya: "Lowest Air"
Fairinoldor,Name in Early Quenya: "Free-noldoli" ⇐ faire + Noldo (plural)
Fairinor,Name in Early Quenya: "Land of Release" ⇐ faire + nóre
Falasqil,Name in Early Quenya: "Beach of Peace" ⇐ falas(se) + qilde
Falassar,Name in Early Quenya: "Ossë" ⇐ falas(se)
Falasse,Name in Early Quenya: loc. "Western Surf"
Falassien,Name in Early Quenya: "Thursday" ⇐ falas(se)
Falman,Name in Early Quenya: "Osse"
Falmasan,Name in Early Quenya: "Friday" ⇐ Falman + sana
Falqalaure,Name in Early Quenya: "Golden Cleft" ⇐ falqa + laure
Fantóran,Name in Early Quenya: "Wednesday" ⇐ Fantur + sana
Fantur,Name in Early Quenya: pn.
Faskala-númen,Name in Early Quenya: "Bath of the Setting Sun"
Fatanyu,Name in Early Quenya: "Hell" ⇐ Fâ + tan(y)a
Faukil,Name in Early Quenya: m.
Favilna,Name in Early Quenya: "lowest air"
Feanor,Name in Early Quenya: m.
Fentor,Name in Early Quenya: "Lord of Dragons"
Fenuqámen,Name in Early Quenya: "*Poison of Sickness" ⇐ feno + qáme (genitive)
Finwe,Name in Early Quenya: ⇐ -we²
Finwe Nóleme,Name in Early Quenya: m. ⇐ Finwe + nóleme
Fionwe,Name in Early Quenya: ⇐ -we²
Firilanda,Name in Early Quenya: "Long-tressed" ⇐ ᴱ√FIÐI + landa
Firin,Name in Early Quenya: pn. "Necklace of the Dwarves"
Firisandi,Name in Early Quenya: "Frisians"
Fui,"Name in Early Quenya: "Death-goddess, Nienna""
Fuinen,Name in Early Quenya: "Tuesday" ⇐ Fui
Haloisi Velike,Name in Early Quenya: loc. "Great Sea"
Hanstovánen,Name in Early Quenya: loc.
Haranoldor,Name in Early Quenya: ⇐ har(e) + Noldo (plural)
Harwalin,Name in Early Quenya: "Near the Valar"
Helinyetille,Name in Early Quenya: "Eyes of Heartsease"
Helkar,Name in Early Quenya: loc.
Helkarakse,Name in Early Quenya: "Icefang"
Helusion,"Name in Early Quenya: "Hendwine, Hlúdwine""
Heruven,Name in Early Quenya: "Heorrenda"
Heskil,Name in Early Quenya: "Winter One"
Híri,Name in Early Quenya: loc.
Hisildi,"Name in Early Quenya: "Twilight People, Dark Elves""
Hisilóme,"Name in Early Quenya: "Shadowy Twilights, Misty-gloom""
Hisinan,Name in Early Quenya: "Land of Twilight" ⇐ híse + nan
Hongwir,Name in Early Quenya: "ogres of the north"
Huan,Name in Early Quenya: ⇐ huan
ildi,Name in Early Quenya: "men"
Ilinsor,Name in Early Quenya: m.
Ílivarda,Name in Early Quenya: f.
Ilkorin,Name in Early Quenya: "Not of Kôr"
Ilqingi,Name in Early Quenya: ⇐ iluqinga
Ilsalunte,"Name in Early Quenya: "Silver Boat, Moon""
Ilterendi,Name in Early Quenya: pn.
Ilu,Name in Early Quenya: m.
Ilúvatar,"Name in Early Quenya: "Heavenly Father, Sky-father; Lord for Always" ⇐ ilu + atar"
Ilvaran,Name in Early Quenya: "Hall of the Moon King" ⇐ ilsa + ᴱ√MBARA
Ilverin,Name in Early Quenya: "Littleheart"
Ilwerantelimba,Name in Early Quenya: "[Gully of the] Rainbow Roof" ⇐ ilweran(ta) + telimbo
Indi,"Name in Early Quenya: "Men, Earth Dwellers""
Indor,Name in Early Quenya: "Lord of House" ⇐ indor
Indorildo,Name in Early Quenya: ⇐ Indor + -il
Indorion,Name in Early Quenya: ⇐ Indor + -ion
Ing,Name in Early Quenya: m.
Ingil,Name in Early Quenya: m.
Ingilnóre,"Name in Early Quenya: "Tol Eressea, England" ⇐ Ingil + nóre"
Ingwaiwar,Name in Early Quenya: coll.
I Nori Landar,Name in Early Quenya: Landar loc. "*The Great Lands"
Inwe,Name in Early Quenya: m.
Inwilis,Name in Early Quenya: "Faëry"
Inwinóre,Name in Early Quenya: "Fäery" ⇐ Inwe + nóre
Inwir,Name in Early Quenya: "Kindred of Inwë"
Ion,Name in Early Quenya: "*Christ"
I Oros Valinoriva,Name in Early Quenya: Valinoriva loc. "*Mountains of Valinor"
Irilde,Name in Early Quenya: "Mortal Maiden"
Irmaldi,Name in Early Quenya: "Creatures of the Earth" ⇐ irmin + mardo
Irmina Telume,"Name in Early Quenya: pn. "End of the World, Great End""
Irtinsa,Name in Early Quenya: pn.
Ísi,Name in Early Quenya: f.
Isil,Name in Early Quenya: m.
Isill Inwe,Name in Early Quenya: m. ⇐ Isil + Inwe
Isilmo,Name in Early Quenya: m.
Issemindon,Name in Early Quenya: pn.
Iswinde,Name in Early Quenya: f.
i Torqeler,Name in Early Quenya: loc. "The Tropics"
Itselokte,"Name in Early Quenya: "Pleiades, (lit.) Cluster of (Silver) Flies" ⇐ itse + lokte"
Iváre,Name in Early Quenya: m.
I Vene Kemen,"Name in Early Quenya: Kemen pn. "*Shape of the Earth, Vessel of the Earth" ⇐ i¹ + vene + kemen"
Íverin,Name in Early Quenya: "Ireland"
Kalainis,Name in Early Quenya: "May"
Kalavente,Name in Early Quenya: "Ship of Light" ⇐ ᴹQ. kala + vene
Kalimban,"Name in Early Quenya: "Barbary, Germany""
Kalimbardi,Name in Early Quenya: "goblins; Germans" ⇐ kalimbo + mardo (plural)
Kalmaliondo,Name in Early Quenya: "Son of Light" ⇐ kalma + -ion
Kalmo,Name in Early Quenya: m.
Kalorme,Name in Early Quenya: "Hill Crest over which the Sun Rises"
Kampo,Name in Early Quenya: "Leaper"
Kapalimor,Name in Early Quenya: ⇐ kapalima + #-(a)r
Kapalinda,Name in Early Quenya: loc.
Kapalindar,Name in Early Quenya: ⇐ kapalinda (plural)
Karkaras,Name in Early Quenya: "Knife-fang"
Kaukaeldar,Name in Early Quenya: "False-fairies" ⇐ kauka + Elda (plural)
Kelusindi,Name in Early Quenya: loc.
Kémi,"Name in Early Quenya: "Earth-lady, Mother Earth""
Kémisan,Name in Early Quenya: "Sunday" ⇐ Kémi + sana
Kiris Iluqingatelda,Name in Early Quenya: loc. "Gully of the Rainbow Roof"
Koiretári,Name in Early Quenya: ⇐ koire + tári
Koirisan,Name in Early Quenya: "Wednesday" ⇐ koire + sana
Koivie-néni,Name in Early Quenya: "Waters of Awakening" ⇐ koivie + nen¹ (plural)
Kópas,Name in Early Quenya: "Haven"
Kópas Alqalunte(n),Name in Early Quenya: loc. "Haven of the Swanships"
Kôr,Name in Early Quenya: loc.
Koreldar,Name in Early Quenya: "Elves of Kôr" ⇐ Kôr + Elda (plural)
Kor(o)mas,Name in Early Quenya: "Resting of the Exiles of Kôr" ⇐ Kôr + -mas
Korosintl,Name in Early Quenya: "Ball of Crystal" ⇐ ᴱ√KORO + sintl
Kortirion,Name in Early Quenya: loc.
Kosartami,Name in Early Quenya: ⇐ kos + artan (plural)
Kosomoko,Name in Early Quenya: "War-hate"
Kostorin,Name in Early Quenya: m.
Kulufindl,Name in Early Quenya: ⇐ kulu + findl
Kulullin,Name in Early Quenya: "Gold-song"
Kúne Malle,Name in Early Quenya: loc. "Road of Arches"
Kûruki,Name in Early Quenya: m.
Kúvion,Name in Early Quenya: pn.
Laiqalasse,Name in Early Quenya: "Green-leaf"
Laurelin,Name in Early Quenya: "Singing-gold" ⇐ laure + lin¹
Laurifindl,Name in Early Quenya: ⇐ laure + findl
Laurundo,Name in Early Quenya: ⇐ laure + ?
Liltassi,Name in Early Quenya: ⇐ lilt-
Lindelokte,Name in Early Quenya: "Singing Cluster" ⇐ lin¹ + lokte
Lindelóte,Name in Early Quenya: ⇐ lin¹ + lóte
Lindo,Name in Early Quenya: m.
Linqil,Name in Early Quenya: m.
Linwe,Name in Early Quenya: pn.
Lirillion,Name in Early Quenya: ⇐ Lirillo
Lirillo,Name in Early Quenya: m.
Lómear,Name in Early Quenya: "Child of Gloom" ⇐ lóme + ar¹
Lórien,Name in Early Quenya: "King of Dreams"
Lóter,Name in Early Quenya: coll.
Lotesse,Name in Early Quenya: f.
Lotession,Name in Early Quenya: "May"
Lumbi,Name in Early Quenya: loc.
Lunde Kalaina,Name in Early Quenya: pn. "May"
Lunde Lótea,Name in Early Quenya: pn. "May"
Lunde Niq(il)issea,Name in Early Quenya: pn. "January"
Lunde Susúlima,Name in Early Quenya: pn. "March"
Lunde Timpínea,Name in Early Quenya: pn. "April"
Lunde Tiqilindea,Name in Early Quenya: pn. "February"
Luvier,Name in Early Quenya: "*Clouds"
Mailin,Name in Early Quenya: m.
Maiwe,Name in Early Quenya: ⇐ -we²
Maiwendi,Name in Early Quenya: "*Greatest Maiden"
Makar,Name in Early Quenya: "God of Battle"
Makarnea,Name in Early Quenya: "Red-handed" ⇐ má + karne + #-a
Makarnisan,Name in Early Quenya: "Saturday" ⇐ Makar + sana
Malkamekte,Name in Early Quenya: "*Heart of Evil" ⇐ malka + mekte
Malkarauke,Name in Early Quenya: ⇐ malkane + (a)rauke
Malko,Name in Early Quenya: pn.
Mandor,Name in Early Quenya: "Hell" see ᴱQ. Mandos
Mandos,Name in Early Quenya: "Hell"
Manimuine,Name in Early Quenya: "Purgatory"
Manwe,Name in Early Quenya: ⇐ -we²
Manwisan,Name in Early Quenya: "Sunday" ⇐ Manwe + sana
Mar,Name in Early Quenya: m.
Marasan,Name in Early Quenya: "Tuesday" ⇐ mar¹ + sana
Mar Vanwa Tyaliéva,Name in Early Quenya: Tyaliéva loc. "Cottage of the Lost Play"
Maulir,Name in Early Quenya: "Trolls"
Mavoine,Name in Early Quenya: f.
Meásse,Name in Early Quenya: f.
Melesta,Name in Early Quenya: f.
Melinir,Name in Early Quenya: m.
Melinon,Name in Early Quenya: m.
Melko,Name in Early Quenya: m.
Meril-i-Turinqi,Name in Early Quenya: "Queen of Flowers"
Mistarin,Name in Early Quenya: loc.
Morion,Name in Early Quenya: "Son of the Dark" ⇐ ᴱ√MORO + yondo
Moritarnon,Name in Early Quenya: "Door of Night"
Mormakil,Name in Early Quenya: "Black Sword"
Mornie,Name in Early Quenya: "Black Grief"
Morniento,Name in Early Quenya: loc.
Móru,Name in Early Quenya: "Primeval Night"
Morwen,Name in Early Quenya: "Daughter of the Dark" ⇐ ᴱ√MORO + wen(di)
Morwinyon,"Name in Early Quenya: "Glint at Dusk, Glint in the Dark; Arcturus""
Múrien,Name in Early Quenya: "Monday"
Murmenalda,Name in Early Quenya: "Vale of Sleep"
Murmuran,Name in Early Quenya: loc.
Naimi,Name in Early Quenya: "Éadgifu"
Nambare,Name in Early Quenya: coll.
Nardi,Name in Early Quenya: "a flower fairy"
Nelmer,Name in Early Quenya: m.
Nelmir,Name in Early Quenya: see ᴱQ. Naimi
Nemorie,Name in Early Quenya: loc.
Neni Erúmear,Name in Early Quenya: loc. "Outermost Waters" ⇐ nen¹ (plural) + erúmea (plural)
Nenuvar,Name in Early Quenya: "Water [Fay]"
Nerqal,Name in Early Quenya: "Root of Disease"
Nessa,Name in Early Quenya: f.
Nessaran,Name in Early Quenya: "Thursday" ⇐ Nessa + sana
Nielíqi,Name in Early Quenya: f.
Nielluin,"Name in Early Quenya: "Bee of Azure, Blue Bee, Sirius""
Nienna,Name in Early Quenya: f.
Nienóri,Name in Early Quenya: ⇐ nyéna-
Nieriltasinwa,Name in Early Quenya: "Unnumbered Tears"
Nierninwa,"Name in Early Quenya: "Sirius, Blue bee""
Ninwi,Name in Early Quenya: "Nineveh"
Noldarer,Name in Early Quenya: ⇐ noldare (plural)
Noldo,Name in Early Quenya: "Gnome"
Noldolion,Name in Early Quenya: "descendant of the Gnomes"
Noldomar,Name in Early Quenya: "Gnomeland" ⇐ Noldo + mar¹
Noldorin¹,Name in Early Quenya: m.
Noldórinan,Name in Early Quenya: ⇐ Noldo (plural) + nan
Nóleme,Name in Early Quenya: ⇐ nóleme
Nornore,Name in Early Quenya: "Herald of the Gods"
Nosse Tuilinda,Name in Early Quenya: pn. "*People of Tuilindo"
Numessir,Name in Early Quenya: loc.
Núri,Name in Early Quenya: "Fui"
†Ô,"Name in Early Quenya: "The Sea, Ocean""
Oikeroi,Name in Early Quenya: m.
Olofantur,Name in Early Quenya: "Fantur of Dreams"
Olóre Malle,Name in Early Quenya: loc. "Path of Dreams"
Ómar,Name in Early Quenya: m.
Ondolie,Name in Early Quenya: ⇐ ondo + lie
Ondolinda,Name in Early Quenya: "Singing Stone" ⇐ ondo + #linda²
Ondolindear,Name in Early Quenya: ⇐ Ondolinda
†Ondomar,Name in Early Quenya: ⇐ ondo + mar¹
Ondosta,Name in Early Quenya: ⇐ ondo + osta
†Ondostamar,Name in Early Quenya: ⇐ ondo + osta + mar¹
Ónen,Name in Early Quenya: f.
Onensan,Name in Early Quenya: "Friday" ⇐ Ónen + sana
Oreros,Name in Early Quenya: "Eastwind"
Oresul,Name in Early Quenya: "Eastwind" ⇐ óre + súlime
Or(i)qaldo,Name in Early Quenya: pn.
Orodáni,Name in Early Quenya: "East Danes" ⇐ óre + Dani
Oromatsile,Name in Early Quenya: "Great Bear"
Orome,Name in Early Quenya: m.
Orome Aldaron,Name in Early Quenya: m. ⇐ Orome + Aldaron
Orossi,Name in Early Quenya: "Fays of the Mountains"
Osorot,Name in Early Quenya: pn.
Osse,Name in Early Quenya: "God of Sea"
Ostor,"Name in Early Quenya: "the East, the Sun when she issues from her white gates""
Pairemo,Name in Early Quenya: "The Avenger"
Pakalane,Name in Early Quenya: pn.
Palisor,Name in Early Quenya: loc.
Palúrien¹,Name in Early Quenya: "Wide World"
Palúrien²,Name in Early Quenya: "Friday" ⇐ Palúrien¹
Palyanoldor,Name in Early Quenya: ⇐ paláva + Noldo (plural)
Parma Kuluinen,Name in Early Quenya: pn. "Golden Book"
Peksiporoku,"Name in Early Quenya: "Chantecler, (lit.) Cox-comb" ⇐ pekte + poroke"
Pelek,Name in Early Quenya: "Axe" ⇐ pelekko
Pelekkion,Name in Early Quenya: ⇐ Pelek + -ion
Pelloini,Name in Early Quenya: "Earth [Fay]"
Pendelot,Name in Early Quenya: m.
Pilkir,Name in Early Quenya: "Pygmies"
Poldórea,Name in Early Quenya: ⇐ poldórea
Poldórien,Name in Early Quenya: "Sunday" ⇐ poldor
Poldosan,Name in Early Quenya: "Thursday" ⇐ poldor + sana
Pómelaire,Name in Early Quenya: "North Fields" ⇐ póme + laire
Ponóre,Name in Early Quenya: "Norway" ⇐ ᴱ√PO + nóre
Ponórir,"Name in Early Quenya: "the Northlands, Scandanavia" ⇐ ᴱ√PO + nóre (plural)"
Qalme-Tári,Name in Early Quenya: "Mistress of Death"
Qalmisan,Name in Early Quenya: "Tuesday" ⇐ qalme + sana
Qalvanda,Name in Early Quenya: "Road of Death"
Qenyaqetsa,Name in Early Quenya: "*of Qenya-language" ⇐ Qenya + -qet(se)
Qerkaringa,Name in Early Quenya: "Chill Gulf" ⇐ qerka + ringa
Qorinómi,Name in Early Quenya: "Drowned in the Sea" ⇐ qorin + †Ô
Ramandur,"Name in Early Quenya: "Shouter, Screecher" ⇐ rama-"
Rása,Name in Early Quenya: "The Sea"
Raustar,Name in Early Quenya: m.
Rávi,Name in Early Quenya: f.
Ringil,Name in Early Quenya: ⇐ ringa
Róka,Name in Early Quenya: m.
Ruamóre,Name in Early Quenya: "*Still Night" ⇐ rua + móre
Rúmil,Name in Early Quenya: m.
Rúsitaurion,Name in Early Quenya: "Son of the Weary Forest"
Sahóra,Name in Early Quenya: "the South"
Sainen,Name in Early Quenya: "Saturday" ⇐ sá
Sairon,Name in Early Quenya: m.
Saksani,Name in Early Quenya: "Saxons"
Salakanto,Name in Early Quenya: m.
Salkinóre,"Name in Early Quenya: "Africa, *(lit.) Grass Land" ⇐ salki + nóre"
Salmar,Name in Early Quenya: m.
Salmar²,Name in Early Quenya: coll.
Samírien,Name in Early Quenya: "Double Mirth"
Sangahyando,Name in Early Quenya: "Cleaver of Throngs" ⇐ sanga + hyanda¹
Sangayando,Name in Early Quenya: "Dealer of Wounds"
Sankossi,Name in Early Quenya: "Goblins"
Sári,Name in Early Quenya: "Sun"
Sarqin,Name in Early Quenya: "Cannibal-ogre"
Sáya,Name in Early Quenya: m.
Serindo,Name in Early Quenya: "Stephen"
Silindo,Name in Early Quenya: "Jupiter"
Silindrin,Name in Early Quenya: "Moon-cauldron"
Silmaril,Name in Early Quenya: "*Moon-pearl"
Silmarinko,Name in Early Quenya: "the Orbéd Moon"
Silmo,Name in Early Quenya: "the Moon"
Silpion,Name in Early Quenya: "Cherry-moon"
Simpi,Name in Early Quenya: coll.
Singoldo,Name in Early Quenya: pn.
Sirion,Name in Early Quenya: loc.
Sirnúmen,Name in Early Quenya: "Western Stream"
Solóre,Name in Early Quenya: f.
Solosimpe,Name in Early Quenya: "Shore Piper"
Sornekiris,Name in Early Quenya: "Eagles' Cleft"
Sorontur,Name in Early Quenya: "King of Eagles"
Sovalle,Name in Early Quenya: "Purification"
Súlimi,Name in Early Quenya: "Varda"
Súlimo,Name in Early Quenya: "Manwe"
Súlisan,Name in Early Quenya: "Sunday" ⇐ súlime + sana
†Taimavar,Name in Early Quenya: "Shepherd of the Sky"
Taimoinen,Name in Early Quenya: "Wednesday" ⇐ taime
Taimordo,Name in Early Quenya: "*Sky-warrior" ⇐ taime + mordo
Taimósi,Name in Early Quenya: ⇐ taime
Taitelon,Name in Early Quenya: "Vault of Heaven" ⇐ taime + telin
Talka,Name in Early Quenya: m. "Smith of the World"
Taltelepta,Name in Early Quenya: "Silver Feet"
Tamar,Name in Early Quenya: m.
Tana Qentima,Name in Early Quenya: pn. "Tale-fire"
Taniqetil,Name in Early Quenya: "Lofty Snowcap" ⇐ tá¹ + niqetil
Tanyasalpe,Name in Early Quenya: "Bowl of Fire"
Tarambolaika,Name in Early Quenya: "Thudder-sharp"
Tári-Laisi,Name in Early Quenya: "Mistress of Life"
Tarkil,Name in Early Quenya: f.
Taruktarna,Name in Early Quenya: "Oxford"
Tasarinan,Name in Early Quenya: "Land of Willows" ⇐ tasarin + nan
Tauler,Name in Early Quenya: coll.
Taulir,Name in Early Quenya: "mountainous-giants"
Taurosse,Name in Early Quenya: "Haywood"
Taxóra,Name in Early Quenya: "a mountain name"
Teamalle,Name in Early Quenya: "High St."
Teleatka,Name in Early Quenya: ⇐ akta
Telelle,Name in Early Quenya: "little elf"
